DATA_ID,PRED_ID,PREY_SOURCE_NAME,PREY_DATABASE_NAME,BASIS_OF_PREY_ID,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,PREY_LIFE_HIST_STAGE,PREY_COND_INDEX,PREY_SEX,PREY_SEX_RATIO,PREY_LEN_TYPE,PREY_MIN_LEN,PREY_MAX_LEN,PREY_MN_LEN,PREY_MIN_WIDTH,PREY_MAX_WIDTH,PREY_MN_WIDTH,BIOMASS,BIOMASS_QUALIFIER,PCT_BIOMASS,PCT_BIOMASS_QUALIFIER,N_CONS,N_CONS_AVG,N_CONS_QUALIFIER,PCT_N_CONS,PCT_N_CONS_QUALIFIER,VOL_CONS,VOL_CONS_QUALIFIER,PCT_VOL_CONS,PCT_VOL_CONS_QUALIFIER,FREQ_OCC,FREQ_OCC_QUALIFIER,PCT_FREQ_OCC,PCT_FREQ_OCC_QUALIFIER,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
REP_2P,Ccar.4,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.56,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.4,Mollusk,Mollusca,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.5,Sea pen,Pennatulacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.64,NA,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.5,Unidentifiable,Matter,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Blue plastic strapping,Plastic,visual,NA,NA,Strand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.004,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Arenaeus cribrarius,Arenaeus cribrarius,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Fish bone,Actinopterygii,visual,NA,NA,Bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Leptogorgia spp.,Leptogorgia,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Sargassum spp.,Sargassaum,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.6,Wood,Plantae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Sea pen,Pennatulacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.76,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.54,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Calico crab,Hepatus epheliticus,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.08,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Tube worm,Annelida,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Whip coral,Alcyonacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Fish bone,Actinopterygii,visual,NA,NA,Bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.7,Mollusk,Mollusca,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Calico crab,Hepatus epheliticus,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.95,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Fish bone,Actinopterygii,visual,NA,NA,Bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Sargassum spp.,Sargassaum,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.74,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Barnacle Lepadomorpha,Balanomorpha,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.8,Unidentifiable,Matter,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Sea pen,Pennatulacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648.01,NA,0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Tube worm,Annelida,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.9,Fish bone,Actinopterygii,visual,NA,NA,Bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.10,6 inch stainless steel heavy gauge fishing hook,Steel,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.10,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.14,NA,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.10,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.10,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.34,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.10,Fish,Actinopterygii,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.71,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Sea pen,Pennatulacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Calico crab,Hepatus epheliticus,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,NA,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Stone crab,Menippe adina,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Tube worm,Annelida,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Unidentifiable,Matter,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.11,Mollusk,Mollusca,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Red nylon string,Nylon,visual,NA,NA,Strand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Calico crab,Hepatus epheliticus,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.56,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.53,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Tube worm,Annelida,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Whip coral,Alcyonacea,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Barnacle Balanomorpha,Balanomorpha,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Mollusk,Mollusca,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.01,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Unidentified anemone,Actinaria,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Unidentifiable,Matter,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.12,Plastic,Plastic,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.001,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.13,Calico crab,Hepatus epheliticus,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.37,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.13,Purse crab,Leucosiidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.61,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.13,Callinectes spp.,Callinectes,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.13,Unidentifiable crab,Pleocymata,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.68,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
REP_2P,Ccar.13,Spider crab,Majidae,visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell,
